Date,Description,Amount,Extended Details,Appears On Your Statement As,Address,City/State,Zip Code,Country,Reference,Category,Tags
02/03/2024,GglPay NYCT PAYGO   NEW YORK            NY,2.90,"00717324433 LOCAL TRANSPORTATION
GglPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",GglPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320240350354422897',Transportation-Rail Services,ny subway
02/03/2024,GglPay NYCT PAYGO   NEW YORK            NY,2.90,"00717243850 LOCAL TRANSPORTATION
GglPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",GglPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320240350356561711',Transportation-Rail Services,ny subway
02/03/2024,GglPay WILLIAM'S CANBROOKLYN            NY,6.00,"62800017    917-750-1299
GglPay WILLIAM'S CANDY 0000
BROOKLYN
NY
Description : FAST FOOD RESTAURAN Price : 0.00
917-750-1299",GglPay WILLIAM'S CANBROOKLYN            NY,1318 SURF AVE,"BROOKLYN
NY",11224,UNITED STATES,'320240350354256328',Restaurant-Bar & Café,"candy apple,coney island"
02/03/2024,SHINEPAY LAUNDRY APPHAYWARD             CA,5.35,"NT_PUJD9AR6 +15106169693
SHINEPAY LAUNDRY APP
HAYWARD
CA
+15106169693",SHINEPAY LAUNDRY APPHAYWARD             CA,"20511 SKYWEST DR
HANGER 3J","HAYWARD
CA",94541,UNITED STATES,'320240340325499309',Merchandise & Supplies-Computer Supplies,laundry
02/02/2024,EIP PMT WEB         800-937-8997        WA,14.00,"5468075320 112434209        98006
EIP PMT WEB
800-937-8997
WA
112434209        98006",EIP PMT WEB         800-937-8997        WA,12920 SOUTH EAST 38TH ST,"BELLEVUE
WA",98006,UNITED STATES,'320240340339147536',Communications-Mobile Telecom,tmobile
02/02/2024,EIP PMT WEB         800-937-8997        WA,28.00,"5468076842 112434209        98006
EIP PMT WEB
800-937-8997
WA
112434209        98006",EIP PMT WEB         800-937-8997        WA,12920 SOUTH EAST 38TH ST,"BELLEVUE
WA",98006,UNITED STATES,'320240340339151864',Communications-Mobile Telecom,tmobile
02/02/2024,EIP PMT WEB         800-937-8997        WA,58.34,"5468076072 112434209        98006
EIP PMT WEB
800-937-8997
WA
112434209        98006",EIP PMT WEB         800-937-8997        WA,12920 SOUTH EAST 38TH ST,"BELLEVUE
WA",98006,UNITED STATES,'320240340339148848',Communications-Mobile Telecom,tmobile
02/02/2024,EIP PMT WEB         800-937-8997        WA,141.51,"5468077276 112434209        98006
EIP PMT WEB
800-937-8997
WA
112434209        98006",EIP PMT WEB         800-937-8997        WA,12920 SOUTH EAST 38TH ST,"BELLEVUE
WA",98006,UNITED STATES,'320240340339151999',Communications-Mobile Telecom,tmobile
02/02/2024,GglPay KEY FOOD     BROOKLYN            NY,13.28,"00530400047 7184539277
GglPay KEY FOOD
BROOKLYN
NY
Description : GROCERY STORES Price : 0.1328
7184539277",GglPay KEY FOOD     BROOKLYN            NY,200 MALCOLM X BLVD,"BROOKLYN
NY",11221,UNITED STATES,'320240340331348755',Merchandise & Supplies-Groceries,grocery
02/02/2024,GglPay VAPE AND CLOUBROOKLYN            NY,20.80,"85183534035347-788-2322
GglPay VAPE AND CLOUD CORP
BROOKLYN
NY
347-788-2322",GglPay VAPE AND CLOUBROOKLYN            NY,896 QUINCY ST,"BROOKLYN
NY",11221,UNITED STATES,'320240350363065105',Merchandise & Supplies-General Retail,"head shop,pen"
02/02/2024,INTUIT *TURBOTAX    800-446-8848        CA,127.38,"85110O17069 CL.INTUIT.COM
INTUIT *TURBOTAX
800-446-8848
CA
CL.INTUIT.COM",INTUIT *TURBOTAX    800-446-8848        CA,7535 TORREY SANTA FE RD,"SAN DIEGO
CA",92129-5704,UNITED STATES,'320240340327238038',Merchandise & Supplies-Computer Supplies,turbotax
02/02/2024,SERVICE FEE 00000000FRANKLIN            TN,242.58,"53417717    8886585465
SERVICE FEE 000000001
FRANKLIN
TN
8886585465",SERVICE FEE 00000000FRANKLIN            TN,5000 ELLIN RD,"LANHAM
MD",20706,UNITED STATES,'320240350359117996',Other-Miscellaneous,irs
02/02/2024,US TREAS TAX PYMT 00FRANKLIN            TN,9742.00,"53417769    8886585465
US TREAS TAX PYMT 000000001
FRANKLIN
TN
8886585465",US TREAS TAX PYMT 00FRANKLIN            TN,5000 ELLIN RD,"LANHAM
MD",20706,UNITED STATES,'320240350361653401',Other-Miscellaneous,irs
02/01/2024,GglPay NYCT PAYGO   NEW YORK            NY,2.90,"00716999107 LOCAL TRANSPORTATION
GglPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",GglPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320240330305185894',Transportation-Rail Services,ny subway
02/01/2024,GglPay NYCT PAYGO   NEW YORK            NY,2.90,"00717009076 LOCAL TRANSPORTATION
GglPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",GglPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320240330305297470',Transportation-Rail Services,ny subway
01/31/2024,GglPay KEY FOOD     BROOKLYN            NY,35.02,"00490400082 7184539277
GglPay KEY FOOD
BROOKLYN
NY
Description : GROCERY STORES Price : 0.3502
7184539277",GglPay KEY FOOD     BROOKLYN            NY,200 MALCOLM X BLVD,"BROOKLYN
NY",11221,UNITED STATES,'320240320276173676',Merchandise & Supplies-Groceries,grocery
01/30/2024,SP+AFF* ANY MEANS NESAN FRANCISCO       CA,18.00,"NT_PTHCPSAH +18554233729
SP+AFF* ANY MEANS NECE
SAN FRANCISCO
CA
+18554233729",SP+AFF* ANY MEANS NESAN FRANCISCO       CA,"650 CALIFORNIA ST
12TH FLOOR","SAN FRANCISCO
CA",94108,UNITED STATES,'320240300225680908',Merchandise & Supplies-General Retail,"clothes,retail"
01/30/2024,VERIZONRECURRING PAY800-VERIZON         FL,59.99,"283743301151572994090001    32746
VERIZONRECURRING PAY
800-VERIZON
FL
1572994090001    32746",VERIZONRECURRING PAY800-VERIZON         FL,"600 HIDDEN RDG HQE04N40
PO BOX 152092","IRVING
TX",75015,UNITED STATES,'320240300236372905',Communications-Telephone Comm,internet
01/29/2024,GglPay IC* W  J LIQ SAN FRANCISCO       CA,27.04,"NT_PSWUXVWY +18882467822
GglPay IC* W  J LIQ VIA INSTA
SAN FRANCISCO
CA
+18882467822",GglPay IC* W  J LIQ SAN FRANCISCO       CA,50 BEALE ST,"SAN FRANCISCO
CA",941,UNITED STATES,'320240290200896368',Merchandise & Supplies-Groceries,"instacart,sake"
01/29/2024,GglPay NYCT PAYGO   NEW YORK            NY,2.90,"00716329913 LOCAL TRANSPORTATION
GglPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",GglPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320240300230670739',Transportation-Rail Services,ny subway
01/28/2024,GglPay AVANT-GARDE UNew York            NY,53.57,"Zc4Kv1tcLRx squareup.com/receipts
GglPay AVANT-GARDE USA LLC
New York
NY
squareup.com/receipts",GglPay AVANT-GARDE UNew York            NY,271 WEST 11TH ST,"NEW YORK
NY",10014,UNITED STATES,'320240280192554726',Entertainment-General Attractions,"bar,concert,sofar"
01/28/2024,GglPay PEOPLES DEPARBROOKLYN            NY,91.35,"73011004029 PAUL@VANDASALES.COM
GglPay PEOPLES DEPARTMENT STORE 9416024130
BROOKLYN
NY
PAUL@VANDASALES.COM",GglPay PEOPLES DEPARBROOKLYN            NY,4 RALPH AVE,"BROOKLYN
NY",11221,UNITED STATES,'320240300236716157',Merchandise & Supplies-Department Stores,retail
01/28/2024,GglPay TRIANGLE DELIBROOKLYN            NY,4.00,"73011694028 TRIANGLWDELI@GMAIL.CO
TRIANGLWDELI@GMAIL.COM
GglPay TRIANGLE DELI CORP 690550110052597
BROOKLYN
NY
TRIANGLWDELI@GMAIL.COM",GglPay TRIANGLE DELIBROOKLYN            NY,1334 BROADWAY,"BROOKLYN
NY",11221,UNITED STATES,'320240290216665576',Merchandise & Supplies-Groceries,"bodega,grocery"
01/27/2024,GglPay NYCT PAYGO   NEW YORK            NY,2.10,"00716012121 LOCAL TRANSPORTATION
GglPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",GglPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320240280185456190',Transportation-Rail Services,ny subway
01/27/2024,GglPay NYCT PAYGO   NEW YORK            NY,2.90,"00715998032 LOCAL TRANSPORTATION
GglPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",GglPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320240280185334915',Transportation-Rail Services,ny subway
01/27/2024,GglPay NYCT PAYGO   NEW YORK            NY,2.90,"00715911087 LOCAL TRANSPORTATION
GglPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",GglPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320240280186875753',Transportation-Rail Services,ny subway
01/27/2024,GglPay NYCT PAYGO   NEW YORK            NY,2.90,"00715927277 LOCAL TRANSPORTATION
GglPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",GglPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320240280188242722',Transportation-Rail Services,ny subway
01/27/2024,GglPay NYCT PAYGO   NEW YORK            NY,2.90,"00715936469 LOCAL TRANSPORTATION
GglPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",GglPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320240280188363520',Transportation-Rail Services,ny subway
01/26/2024,AMAZON MARKEPLACE NA PA,108.86,"14J5BDGIJNX MERCHANDISE
AMAZON MARKETPLACE NA PA
AMZN.COM/BILL
WA
MERCHANDISE",AMAZON MARKETPLACE NAMZN.COM/BILL       WA,410 TERRY AVE N,"SEATTLE
WA",98109,UNITED STATES,'320240270162484504',Merchandise & Supplies-Internet Purchase,"online,retail"
01/26/2024,GOOGLE *FEELD LTD   G.CO/HELPPAY#       CA,9.99,"A0TGCY7S    DIGITAL GOODS: GAMES
GOOGLE *FEELD LTD
G.CO/HELPPAY#
CA
DIGITAL GOODS: GAMES",GOOGLE *FEELD LTD   G.CO/HELPPAY#       CA,1600 AMPHITHEATRE PKWY,"MOUNTAIN VIEW
CA",94043-1351,UNITED STATES,'320240270170163508',Business Services-Internet Services,dating app
01/26/2024,GOOGLE *FEELD LTD   G.CO/HELPPAY#       CA,23.99,"A0TGTRBH    DIGITAL GOODS: GAMES
GOOGLE *FEELD LTD
G.CO/HELPPAY#
CA
DIGITAL GOODS: GAMES",GOOGLE *FEELD LTD   G.CO/HELPPAY#       CA,1600 AMPHITHEATRE PKWY,"MOUNTAIN VIEW
CA",94043-1351,UNITED STATES,'320240270170184117',Business Services-Internet Services,dating app
01/26/2024,GglPay KEY FOOD     BROOKLYN            NY,46.59,"005704000737184539277
GROCERY STORES
GglPay KEY FOOD
BROOKLYN
NY
GROCERY STORES
7184539277",GglPay KEY FOOD     BROOKLYN            NY,200 MALCOLM X BLVD,"BROOKLYN
NY",11221,UNITED STATES,'320240270161312271',Merchandise & Supplies-Groceries,grocery
01/26/2024,GglPay KIROLOS INC 0BROOKLYN            NY,8.84,"73011554026 SALES@ACTPAYMENT.COM
GglPay KIROLOS INC 055630000057026
BROOKLYN
NY
SALES@ACTPAYMENT.COM",GglPay KIROLOS INC 0BROOKLYN            NY,458 3RD AVE,"BROOKLYN
NY",11215,UNITED STATES,'320240270173068679',Merchandise & Supplies-Groceries,"bodega,grocery"
01/26/2024,GglPay MALCOLM X CONBROOKLYN            NY,26.00,"85183534028917-378-8990
GglPay MALCOLM X CONVENIENCE
BROOKLYN
NY
917-378-8990",GglPay MALCOLM X CONBROOKLYN            NY,199 MALCOLM X BLVD,"BROOKLYN
NY",11221,UNITED STATES,'320240280193202840',Merchandise & Supplies-Groceries,head shop
01/26/2024,GglPay NYCT PAYGO   NEW YORK            NY,2.90,"00715786352 LOCAL TRANSPORTATION
GglPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",GglPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320240270163582812',Transportation-Rail Services,ny subway
01/26/2024,GglPay NYCT PAYGO   NEW YORK            NY,2.90,"00715773787 LOCAL TRANSPORTATION
GglPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",GglPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320240270163608684',Transportation-Rail Services,ny subway
01/26/2024,GglPay SP BIG REUSE BROOKLYN            NY,11.92,"NT_PRR39JXH +17187258925
GglPay SP BIG REUSE
BROOKLYN
NY
+17187258925",GglPay SP BIG REUSE BROOKLYN            NY,1 12TH ST,"BROOKLYN
NY",11215,UNITED STATES,'320240260127317945',Merchandise & Supplies-General Retail,thrift store
01/26/2024,SOFAR SOUNDS        SOMERVILLE          MA,31.00,"NT_PRUDTHOA +16468465019
SOFAR SOUNDS
SOMERVILLE
MA
+16468465019",SOFAR SOUNDS        SOMERVILLE          MA,"259 ELM ST
2ND FLOOR","SOMERVILLE
MA",02144,UNITED STATES,'320240270173405238',Entertainment-General Events,"concert,entertainment"
01/25/2024,CARIBBEAN SPA LLC   BROOKLYN            NY,64.73,"85197014026 718-607-3722
CARIBBEAN SPA LLC
BROOKLYN
NY
718-607-3722",CARIBBEAN SPA LLC   BROOKLYN            NY,2107 WEST 5TH ST,"BROOKLYN
NY",11223,UNITED STATES,'320240260148289868',Entertainment-Associations,"health,massage"
01/25/2024,GglPay MUNCHIES BAGEBROOKLYN            NY,10.16,"85280004025718-490-5534
GglPay MUNCHIES BAGELS & MORE
BROOKLYN
NY
718-490-5534",GglPay MUNCHIES BAGEBROOKLYN            NY,839 BROADWAY,"BROOKLYN
NY",11206-7303,UNITED STATES,'320240250105242422',Merchandise & Supplies-Groceries,"bodega,grocery"
01/25/2024,GglPay NYCT PAYGO   NEW YORK            NY,2.90,"00715561337 LOCAL TRANSPORTATION
GglPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",GglPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320240260137052764',Transportation-Rail Services,ny subway
01/25/2024,THE HOME DEPOT      BROOKLYN            NY,131.71,"01250695724 800-654-0688
THE HOME DEPOT
BROOKLYN
NY
800-654-0688",THE HOME DEPOT      BROOKLYN            NY,585 DEKALB AVE,"BROOKLYN
NY",11205,UNITED STATES,'320240260148522707',Merchandise & Supplies-Hardware Supplies,home improvement
01/24/2024,GglPay NYCT PAYGO   NEW YORK            NY,2.90,"00715425115 LOCAL TRANSPORTATION
GglPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",GglPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320240250115174417',Transportation-Rail Services,ny subway
01/24/2024,GglPay NYCT PAYGO   NEW YORK            NY,2.90,"00715383174 LOCAL TRANSPORTATION
GglPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",GglPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320240250117899785',Transportation-Rail Services,ny subway
01/23/2024,GglPay KEY FOOD     BROOKLYN            NY,61.12,"005803001637184539277
GROCERY STORES
GglPay KEY FOOD
BROOKLYN
NY
GROCERY STORES
7184539277",GglPay KEY FOOD     BROOKLYN            NY,200 MALCOLM X BLVD,"BROOKLYN
NY",11221,UNITED STATES,'320240240092327604',Merchandise & Supplies-Groceries,grocery
01/23/2024,MOBILE PAYMENT - THANK YOU,-2833.03,MOBILE PAYMENT - THANK YOU,MOBILE PAYMENT - THANK YOU,,,,,'320240230057005220',,
01/22/2024,GglPay COEXIST GAMINNew York            NY,25.05,"NC0r4gGezxQ squareup.com/receipts
GglPay COEXIST GAMING?
New York
NY
squareup.com/receipts",GglPay COEXIST GAMINNew York            NY,325 WEST 38 ST,"NEW YORK
NY",10018,UNITED STATES,'320240220050837794',Entertainment-Other Entertainment,entertainment
01/21/2024,GglPay NYCT PAYGO   NEW YORK            NY,2.90,"00714831122 LOCAL TRANSPORTATION
GglPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",GglPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320240220045863095',Transportation-Rail Services,ny subway
01/21/2024,GglPay NYCT PAYGO   NEW YORK            NY,2.90,"00714855038 LOCAL TRANSPORTATION
GglPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",GglPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320240220047219667',Transportation-Rail Services,ny subway
01/21/2024,KEY FOOD            BROOKLYN            NY,40.74,"004704001207184539277
GROCERY STORES
KEY FOOD
BROOKLYN
NY
GROCERY STORES
7184539277",KEY FOOD            BROOKLYN            NY,200 MALCOLM X BLVD,"BROOKLYN
NY",11221,UNITED STATES,'320240220047076794',Merchandise & Supplies-Groceries,grocery
01/20/2024,GglPay KEY FOOD     BROOKLYN            NY,24.09,"004703001287184539277
GROCERY STORES
GglPay KEY FOOD
BROOKLYN
NY
GROCERY STORES
7184539277",GglPay KEY FOOD     BROOKLYN            NY,200 MALCOLM X BLVD,"BROOKLYN
NY",11221,UNITED STATES,'320240210024632189',Merchandise & Supplies-Groceries,grocery
01/20/2024,GglPay PEOPLES DEPARBROOKLYN            NY,34.97,"73011004021 PAUL@VANDASALES.COM
GglPay PEOPLES DEPARTMENT STORE 9416024130
BROOKLYN
NY
PAUL@VANDASALES.COM",GglPay PEOPLES DEPARBROOKLYN            NY,4 RALPH AVE,"BROOKLYN
NY",11221,UNITED STATES,'320240220051240937',Merchandise & Supplies-Department Stores,retail
01/20/2024,THE HOME DEPOT 6957 BROOKLYN            NY,-87.93,"69572024-01 HOME SUPPLY WAREHOUSE
THE HOME DEPOT 6957
BROOKLYN
NY
HOME SUPPLY WAREHOUSE",THE HOME DEPOT 6957 BROOKLYN            NY,585 DEKALB AVE,"BROOKLYN
NY",11205,UNITED STATES,'320240200998061294',Merchandise & Supplies-Hardware Supplies,home improvement
01/19/2024,GglPay IKEA         BROOKLYN            NY,243.47,"99300075    888-888-4534
GglPay IKEA
BROOKLYN
NY
Description : FURNITURE/LAMP/LIGH Price : 0.00
888-888-4534",GglPay IKEA         BROOKLYN            NY,1 BEARD ST,"BROOKLYN
NY",11231,UNITED STATES,'320240200006259589',Merchandise & Supplies-Furnishing,furniture
01/19/2024,GglPay NYCT PAYGO   NEW YORK            NY,2.90,"00714575995 LOCAL TRANSPORTATION
GglPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",GglPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320240200004365723',Transportation-Rail Services,ny subway
01/19/2024,THE HOME DEPOT      BROOKLYN            NY,3.62,"01190695722 800-654-0688
THE HOME DEPOT
BROOKLYN
NY
800-654-0688",THE HOME DEPOT      BROOKLYN            NY,585 DEKALB AVE,"BROOKLYN
NY",11205,UNITED STATES,'320240200994875699',Merchandise & Supplies-Hardware Supplies,home improvement
01/18/2024,GglPay TST* LE DISTRNEW YORK            NY,8.37,"YaCDOaqk400 2129818588
GglPay TST* LE DISTRICT 300612773
NEW YORK
NY
Description : RESTAURANTS Price : 0.0837
2129818588",GglPay TST* LE DISTRNEW YORK            NY,225 LIBERTY ST,"NEW YORK
NY",10281,UNITED STATES,'320240180952468733',Restaurant-Restaurant,coffee
01/18/2024,THE HOME DEPOT 6957 BROOKLYN            NY,245.49,"69572024-01 HOME SUPPLY WAREHOUSE
THE HOME DEPOT 6957
BROOKLYN
NY
HOME SUPPLY WAREHOUSE",THE HOME DEPOT 6957 BROOKLYN            NY,585 DEKALB AVE,"BROOKLYN
NY",11205,UNITED STATES,'320240190972029317',Merchandise & Supplies-Hardware Supplies,home improvement
01/17/2024,GglPay NYCT PAYGO   NEW YORK            NY,2.90,"00714185451 LOCAL TRANSPORTATION
GglPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",GglPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320240180954445548',Transportation-Rail Services,ny subway
01/17/2024,GglPay NYCT PAYGO   NEW YORK            NY,2.90,"00714113163 LOCAL TRANSPORTATION
GglPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",GglPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320240180955121400',Transportation-Rail Services,ny subway
01/17/2024,GglPay UTRECHTART800NEW YORK            NY,143.49,"807865     1564             10003
GglPay UTRECHTART8004471892
NEW YORK
NY
1564             10003",GglPay UTRECHTART800NEW YORK            NY,21 EAST 13TH ST,"NEW YORK
NY",10003-4405,UNITED STATES,'320240180946963647',Merchandise & Supplies-Arts & Jewelry,Art supplies
01/17/2024,KEY FOOD            BROOKLYN            NY,73.52,"005204001517184539277
GROCERY STORES
KEY FOOD
BROOKLYN
NY
GROCERY STORES
7184539277",KEY FOOD            BROOKLYN            NY,200 MALCOLM X BLVD,"BROOKLYN
NY",11221,UNITED STATES,'320240180955342323',Merchandise & Supplies-Groceries,grocery
01/15/2024,AMAZON MARKEPLACE NA PA,54.99,"6I20ZUTHNDR MERCHANDISE
AMAZON MARKETPLACE NA PA
AMZN.COM/BILL
WA
MERCHANDISE",AMAZON MARKETPLACE NAMZN.COM/BILL       WA,410 TERRY AVE N,"SEATTLE
WA",98109,UNITED STATES,'320240150881684149',Merchandise & Supplies-Internet Purchase,"online,retail"
01/15/2024,AMAZON MARKEPLACE NA PA,115.97,"6ND579FM5G2 MERCHANDISE
AMAZON MARKETPLACE NA PA
AMZN.COM/BILL
WA
MERCHANDISE",AMAZON MARKETPLACE NAMZN.COM/BILL       WA,410 TERRY AVE N,"SEATTLE
WA",98109,UNITED STATES,'320240150879981307',Merchandise & Supplies-Internet Purchase,"online,retail"
01/15/2024,GglPay NYCT PAYGO   NEW YORK            NY,2.90,"00713810336 LOCAL TRANSPORTATION
GglPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",GglPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320240160912197597',Transportation-Rail Services,ny subway
01/15/2024,GglPay NYCT PAYGO   NEW YORK            NY,2.90,"00713846088 LOCAL TRANSPORTATION
GglPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",GglPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320240160912426380',Transportation-Rail Services,ny subway
01/15/2024,KEY FOOD            BROOKLYN            NY,24.17,"004804001677184539277
GROCERY STORES
KEY FOOD
BROOKLYN
NY
GROCERY STORES
7184539277",KEY FOOD            BROOKLYN            NY,200 MALCOLM X BLVD,"BROOKLYN
NY",11221,UNITED STATES,'320240160909854266',Merchandise & Supplies-Groceries,grocery
01/14/2024,GglPay NYCT PAYGO   NEW YORK            NY,2.90,"00713583810 LOCAL TRANSPORTATION
GglPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",GglPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320240150891472218',Transportation-Rail Services,ny subway
01/14/2024,GglPay PEOPLES DEPARBROOKLYN            NY,54.36,"73011004014 PAUL@VANDASALES.COM
GglPay PEOPLES DEPARTMENT STORE 9416024130
BROOKLYN
NY
PAUL@VANDASALES.COM",GglPay PEOPLES DEPARBROOKLYN            NY,4 RALPH AVE,"BROOKLYN
NY",11221,UNITED STATES,'320240150894896250',Merchandise & Supplies-Department Stores,retail
01/14/2024,GglPay WALGREENS    BROOKLYN            NY,160.98,"99999994015NONE             11221
PHARMACIES
GglPay WALGREENS
BROOKLYN
NY
PHARMACIES
NONE             11221",GglPay WALGREENS    BROOKLYN            NY,1032 GATES AVE,"BROOKLYN
NY",11221-3602,UNITED STATES,'320240150887499804',Merchandise & Supplies-Pharmacies,pharmacy
01/14/2024,KEY FOOD            BROOKLYN            NY,15.81,"004803000997184539277
GROCERY STORES
KEY FOOD
BROOKLYN
NY
GROCERY STORES
7184539277",KEY FOOD            BROOKLYN            NY,200 MALCOLM X BLVD,"BROOKLYN
NY",11221,UNITED STATES,'320240150888506981',Merchandise & Supplies-Groceries,grocery
01/14/2024,PAYPAL *METAPLATFOR 6505434800          CA,4.25,"10140427087 6505434800
PAYPAL *METAPLATFOR
6505434800
CA
Description : ADVERTISING Price : 0.00
6505434800",PAYPAL *METAPLATFOR 6505434800          CA,1601 SOUTH CALIFORNIA AVE,"PALO ALTO
CA",94304,UNITED STATES,'320240150891529756',Business Services-Advertising Services,social media
01/13/2024,ALAMO LIBERTY RESTAUBROOKLYN HEIG       NY,27.81,"99999994014 3322163200
ALAMO LIBERTY RESTAURANT 000002103
BROOKLYN HEIG
NY
Description : REFER TO RECEIPT Price : 0.00
3322163200",ALAMO LIBERTY RESTAUBROOKLYN HEIG       NY,"28 LIBERTY ST
STE SC301","BROOKLYN HEIGHTS
NY",11201,UNITED STATES,'320240150893706405',Restaurant-Restaurant,"movies,restaurant"
01/13/2024,GglPay NYCT PAYGO   NEW YORK            NY,2.90,"00713594605 LOCAL TRANSPORTATION
GglPay NYCT PAYGO
NEW YORK
NY
LOCAL TRANSPORTATION",GglPay NYCT PAYGO   NEW YORK            NY,"ATTN NYCT CONTROLLER
2 BROADWAY 15TH FLOOR","NEW YORK
NY",10004,UNITED STATES,'320240140864842181',Transportation-Rail Services,ny subway
